,name,y_pred,y_true
358,data\frames\test_data\images\seq_001959.jpg,29.137733459472656,27.95299530029297
359,data\frames\test_data\images\seq_001960.jpg,29.04075813293457,27.939294815063477
360,data\frames\test_data\images\seq_001961.jpg,29.009719848632812,28.967466354370117
361,data\frames\test_data\images\seq_001962.jpg,29.072874069213867,29.962604522705078
362,data\frames\test_data\images\seq_001963.jpg,29.050634384155273,29.99128532409668
363,data\frames\test_data\images\seq_001964.jpg,29.027545928955078,27.96512794494629
364,data\frames\test_data\images\seq_001965.jpg,29.101032257080078,31.186941146850586
365,data\frames\test_data\images\seq_001966.jpg,29.106369018554688,31.5114803314209
366,data\frames\test_data\images\seq_001967.jpg,29.159439086914062,28.570955276489258
367,data\frames\test_data\images\seq_001968.jpg,29.21271324157715,28.74300765991211
368,data\frames\test_data\images\seq_001969.jpg,29.0811710357666,24.98436737060547
369,data\frames\test_data\images\seq_001970.jpg,29.170150756835938,29.912935256958008
370,data\frames\test_data\images\seq_001971.jpg,29.150096893310547,28.87825584411621
371,data\frames\test_data\images\seq_001972.jpg,29.126907348632812,27.85600471496582
372,data\frames\test_data\images\seq_001973.jpg,29.127790451049805,27.5120849609375
373,data\frames\test_data\images\seq_001974.jpg,29.072296142578125,26.97960090637207
374,data\frames\test_data\images\seq_001975.jpg,29.050193786621094,27.326980590820312
375,data\frames\test_data\images\seq_001976.jpg,28.955707550048828,26.977306365966797
376,data\frames\test_data\images\seq_001977.jpg,29.078035354614258,29.27058219909668
377,data\frames\test_data\images\seq_001978.jpg,29.181415557861328,29.21487808227539
378,data\frames\test_data\images\seq_001979.jpg,29.204999923706055,29.753795623779297
379,data\frames\test_data\images\seq_001980.jpg,29.20470428466797,29.886384963989258
380,data\frames\test_data\images\seq_001981.jpg,29.185630798339844,28.974830627441406
381,data\frames\test_data\images\seq_001982.jpg,29.294849395751953,33.561405181884766
382,data\frames\test_data\images\seq_001983.jpg,29.306781768798828,32.557167053222656
383,data\frames\test_data\images\seq_001984.jpg,29.230579376220703,34.6801872253418
384,data\frames\test_data\images\seq_001985.jpg,29.14276885986328,35.19522476196289
385,data\frames\test_data\images\seq_001986.jpg,29.150056838989258,30.31422233581543
386,data\frames\test_data\images\seq_001987.jpg,29.09943199157715,25.850448608398438
387,data\frames\test_data\images\seq_001988.jpg,28.974285125732422,25.736873626708984
388,data\frames\test_data\images\seq_001989.jpg,28.994300842285156,25.538551330566406
389,data\frames\test_data\images\seq_001990.jpg,29.02823829650879,27.55367088317871
390,data\frames\test_data\images\seq_001991.jpg,28.989442825317383,27.97282600402832
391,data\frames\test_data\images\seq_001992.jpg,28.973697662353516,27.987123489379883
392,data\frames\test_data\images\seq_001993.jpg,29.013242721557617,27.440847396850586
393,data\frames\test_data\images\seq_001994.jpg,29.10030174255371,27.519554138183594
394,data\frames\test_data\images\seq_001995.jpg,29.019947052001953,28.96868896484375
395,data\frames\test_data\images\seq_001996.jpg,28.982973098754883,26.896533966064453
396,data\frames\test_data\images\seq_001997.jpg,28.994176864624023,26.775632858276367
397,data\frames\test_data\images\seq_001998.jpg,28.957456588745117,24.060773849487305
398,data\frames\test_data\images\seq_001999.jpg,29.036415100097656,25.595277786254883
399,data\frames\test_data\images\seq_002000.jpg,29.076904296875,25.590970993041992
